prof_code,prof_name
12028,Заготовщик карт и паковочных материалов
12030,Заготовщик клапанов
12032,Заготовщик льда
12034,Заготовщик материалов для прессования и отделки игрушек
12035,"Заготовщик материалов для художественных изделий из дерева, бересты, капо-корня"
12037,Заготовщик материалов и деталей
12039,Заготовщик материалов и деталей игрушек
12041,Заготовщик микалексовой массы
12042,Заготовщик мягкой тары
12044,Заготовщик образцов для испытания шин
12046,Заготовщик основы для моющих средств
12048,Заготовщик пленки
12050,Заготовщик полуфабрикатов для игрушек
12051,Заготовщик полуфабрикатов перевязочных материалов
12053,Заготовщик радиотакелажа и электрорадиоэлементов
12055,Заготовщик резиновых изделий и деталей
12057,Заготовщик слюды
12058,Заготовщик смеси для строительных плит из костры
12060,Заготовщик такелажа инженерного имущества
12062,Заготовщик тростника
12064,Заготовщик химических полуфабрикатов
12066,Заготовщик химических полуфабрикатов тугоплавких металлов
12068,Заготовщик химических растворов и красок
12070,Заготовщик чайных ящиков
12071,Заготовщик черни
12073,Заготовщик шиноремонтных материалов
12075,Заготовщик шорно-седельных изделий
12076,Заготовщик шприцованных деталей для шин
12078,Заготовщик янтаря
12080,Загрузчик
12082,Загрузчик балансов в дефибреры
12084,Загрузчик варочных котлов
12086,Загрузчик-выгрузчик
12088,Загрузчик-выгрузчик абразивных изделий в периодические обжигательные печи
12090,Загрузчик-выгрузчик вагранок и печей
12091,Загрузчик (выгрузчик) диффузоров
12093,Загрузчик-выгрузчик обжигательных печей
12095,Загрузчик-выгрузчик обжиговых и графитировочных печей
12097,Загрузчик-выгрузчик печей
12098,Загрузчик-выгрузчик печей обжига и графитации
12100,Загрузчик-выгрузчик пищевой продукции
12102,Загрузчик-выгрузчик сушил
12104,"Загрузчик-выгрузчик сырья, топлива и стеновых изделий"
12106,Загрузчик-выгрузчик термоантрацитовых печей
12108,Загрузчик-выгрузчик ферментационных камер
12110,Загрузчик древесных и костровых плит
12112,Загрузчик дробильно-помольного оборудования
12114,Загрузчик кассет
12116,"Загрузчик колчеданных, серных печей и турм"
12117,Загрузчик мелющих тел
12119,Загрузчик печей
12121,Загрузчик печей сопротивления
12123,Загрузчик-разгрузчик сушильных печей
12125,Загрузчик сульфата
12127,Загрузчик сушильных барабанов
12129,Загрузчик сырья
12130,Загрузчик сырья и полуфабриката
12132,Загрузчик термических печей
12134,Загрузчик туннельных печей
12136,Загрузчик химического сырья в аппараты
12138,Загрузчик шихты
12139,Загрузчик щелочи
12141,Закальщик изделий с хохломской росписью
12143,Закальщик мороженого
12145,Закальщик стекла
12147,Закатчик бумажных изделий
12149,Закатчик маканых изделий
12150,Закатчик медицинской продукции
12151,Заквасчик
12152,Закладчик хирургического шовного материала
12154,Закрепщик алмазов и сверхтвердых материалов
12156,Закройщик
12158,"Закройщик картона, фибры и других материалов"
12160,Закройщик-резак
12161,Закройщик резиновых изделий и деталей
12163,Заливщик анодов
12165,Заливщик голосовых планок
12166,Заливщик игольно-платинных изделий
12168,Заливщик камнелитейных изделий
12170,Заливщик кокса
12172,Заливщик компаундами
12174,Заливщик магнитных сплавов на печах-кристаллизаторах
12176,Заливщик металла
12180,Заливщик свинцово-оловянистых сплавов
12182,Заливщик смолкой
12183,Заливщик-труболитейщик
12185,Заливщик форм полимеризационной смесью
12187,Заливщик цоколей
12189,Замачивальщик шелка-сырца
12191,Замерщик дебитов скважин
12192,Замерщик на топографо-геодезических и маркшейдерских работах
12194,Замыливальщик ткани
12196,Запайщик ампул
12198,Запайщик колб и сосудов
12199,Запайщик фарфоровых труб
12203,Запарщик коконов
12205,Запарщик крученого шелка
12207,Запарщик ткани
12208,Запарщик шерстяных изделий
12210,Заправщик иглопробивного агрегата
12212,Заправщик поливомоечных машин
12214,Заправщик рулонов картона и бумаги
12216,Заправщик-съемщик тормозной ленты
12218,Заправщик текстильного оборудования
12219,Заправщик эмалевых шликеров
12221,Запрессовщик игл
12223,Запрессовщик фитилей
12225,Зарядчик автоклавов
12227,Зарядчик ингаляторов
12229,Зарядчик огнетушителей
12231,Зарядчик противогазовых коробок
12233,Зарядчик холодильных аппаратов
12235,Засольщик мяса и мясопродуктов
12237,Засольщик овощей
12238,Засольщик шкур
12240,Засыпщик шихты
12242,Заточник
12244,Заточник деревообрабатывающего инструмента
12245,Заточник игольно-платинных изделий
12247,"Заточник карандашей, стержней и палочек"
12249,Заточник контактной пружины
12251,Заточник медицинского инструмента
12253,Затяжчик обуви
12255,Зачистчик
12257,Зачистчик электроизоляционных материалов
12259,Зашивальщик мягкой тары
12261,Зверовод
12262,Зверовод зоологических баз
12264,Земледел
12266,Землекоп
12268,Зоолаборант питомника лабораторных животных
12269,Зоолаборант серпентария (питомника)
12271,Зубополировщик деталей часов
12273,Зуборезчик
12275,Зубофрезеровщик деталей часов
12277,Зубошлифовщик
12282,Известегасильщик
12284,Изготовитель абразивных дисков и полировальных изделий
12286,Изготовитель абразивных пилок
12288,Изготовитель асбометаллических изделий
12290,Изготовитель берд
12291,Изготовитель бисквита
12292,Изготовитель блоков и панелей из кирпича
12294,Изготовитель блоков пенополиуретана
12295,Изготовитель бужей и катетеров
12296,Изготовитель вафель
12297,Изготовитель веревочных изделий
12299,Изготовитель витаминных соков
12301,Изготовитель гипсовых бинтов
12303,Изготовитель глазированных фруктов
12304,Изготовитель голосовых планок
12306,Изготовитель декоративных элементов мебели
12308,Изготовитель деталей для духовых инструментов
12310,Изготовитель деталей и узлов трубопроводов из пластмасс
12312,Изготовитель жгутов
12314,Изготовитель звукопоглощающих клиньев
12315,Изготовитель зубочисток
12317,Изготовитель игровых кукол
12319,Изготовитель изделий из вспенивающихся материалов
12320,Изготовитель изделий из органического стекла
12321,Изготовитель изделий из тканей с художественной росписью
12322,Изготовитель изделий из фторопласта
12323,Изготовитель изделий из шлифовальной шкурки
12325,Изготовитель изделий методом намотки
12327,Изготовитель искусственной колбасной оболочки
12329,Изготовитель казеина
12330,Изготовитель камышовых и соломенных матов
12332,Изготовитель капов
12333,Изготовитель карамели
12334,Изготовитель каркасов
12336,Изготовитель кетгута
12338,Изготовитель кожмягчителя
12340,Изготовитель колец
12341,Изготовитель конфет
12342,Изготовитель костяного угля
12345,Изготовитель лайки
12346,Изготовитель лекал
12347,Изготовитель лекал
12349,Изготовитель лент и металлосеток
12351,Изготовитель ленточных сердечников
12353,Изготовитель ленты из фторопласта
12355,Изготовитель маканых изделий
12356,Изготовитель макетов матриц
12357,Изготовитель мармеладо-пастильных изделий
12358,"Изготовитель металлорукавов, гибких валов и бронеспиралей"
12360,Изготовитель микрофонных порошков
12361,Изготовитель мишурной нити
12363,Изготовитель многослойных панелей
12365,Изготовитель молдингов
12367,Изготовитель молоточков для клавишных инструментов
12369,Изготовитель мороженого
12371,Изготовитель музыкальных инструментов по индивидуальным заказам
12372,Изготовитель мясных полуфабрикатов
12374,Изготовитель набивок
12376,Изготовитель-наладчик пресс-проводок
12378,Изготовитель натуральной колбасной оболочки
12380,Изготовитель орудий лова
12382,Изготовитель оснастки для жаккардовых машин
12383,Изготовитель основы валяльно-войлочных изделий
12385,Изготовитель очковых оправ
12387,Изготовитель парафиновых колец
12389,Изготовитель перопуховых изделий
12391,Изготовитель пищевых полуфабрикатов
12393,Изготовитель пластмассовой аппаратуры
12395,Изготовитель подбор и гужиков
12397,Изготовитель полуфабрикатов из мяса птицы
12399,Изготовитель препаратов драгоценных металлов и люстров
12401,Изготовитель прессовочных материалов
12403,Изготовитель приспособлений для выращивания монокристаллов
12405,Изготовитель пробок
12407,Изготовитель профильных заготовок
12408,Изготовитель пульпоэкстракторов
12410,Изготовитель ранта
12412,Изготовитель ремиз
12414,Изготовитель саговой крупки
12416,Изготовитель светофильтров и поляроидов
12418,Изготовитель свечей
12420,Изготовитель сепараторов
12424,Изготовитель сигар
12426,Изготовитель сильфонных компенсаторов и шлангов
12428,Изготовитель синели
12429,Изготовитель синельки
12431,Изготовитель сметаны
12433,Изготовитель специальных спичек
12435,Изготовитель стеклоблоков
12437,Изготовитель стекловаренных керамических емкостей
12439,Изготовитель стеклопластиковых гребных винтов
12441,Изготовитель стеклопластиковых изделий намоткой
12443,Изготовитель стеклянной пленки
12445,Изготовитель стержней
12447,Изготовитель струн
12449,Изготовитель субтитров
12450,Изготовитель сычужного порошка и пищевого пепсина
12452,Изготовитель таблеток
12454,Изготовитель творога
12458,Изготовитель тензорезисторов
12460,"Изготовитель трафаретов, шкал и плат"
12462,Изготовитель труб из органического стекла
12463,Изготовитель труб из фторопласта
12465,Изготовитель филигранных основ
12467,Изготовитель фильер
12468,Изготовитель фитилей
12470,Изготовитель фольгированных стеклоплит
12471,Изготовитель форм
12472,Изготовитель форм
12474,Изготовитель формодержателей
12476,Изготовитель художественных изделий из бересты
12478,Изготовитель художественных изделий из дерева
12480,Изготовитель художественных изделий из керамики
12482,Изготовитель художественных изделий из кожи
12483,Изготовитель художественных изделий из лозы
12484,Изготовитель художественных изделий из льноволокна
12485,Изготовитель художественных изделий из металла
12487,Изготовитель художественных изделий из пластмасс
12488,Изготовитель художественных изделий из соломки
12489,Изготовитель художественных изделий из янтаря
12491,Изготовитель целлулоидных колец
12493,Изготовитель шаблонов
12496,Изготовитель шкал и сеток фотоспособом
12497,Изготовитель шоколада
12498,Изготовитель штампов
12499,Изготовитель щетино-щеточных изделий
12501,Изготовитель электроизоляционных трубок
12503,Измеритель белковой оболочки
12505,Измеритель выпрямителей и элементов
12507,Измеритель емкостей
12509,Измеритель кожевенно-мехового сырья и материалов
12511,Измеритель магнитных свойств
12515,Измеритель электрических параметров микромодулей
12516,Измеритель электрических параметров радиодеталей
12518,Измеритель электрофизических параметров
12519,Изолировщик
12520,Изолировщик
12521,Изолировщик
12522,Изолировщик в термообработке
12523,Изолировщик жил кабеля
12525,Изолировщик колец
12527,Изолировщик кромок обрезиненного корда
12529,Изолировщик на гидроизоляции
12531,Изолировщик на термоизоляции
12533,Изолировщик-пленочник
12535,Изолировщик проводов
12537,Изолировщик световодов
12539,Изолировщик судовой
12541,Изолировщик труб на линии
12542,Изолировщик элементного производства
12544,Индикаторщик
12546,Инкрустатор
12548,Инокуляторщик
12557,Интонировщик
12559,Информатор судоходной обстановки
12561,Иризаторщик
12565,Исполнитель художественно-оформительских работ
12567,Испытатель абразивов
12569,"Испытатель агрегатов, приборов и чувствительных элементов"
12571,Испытатель баллонов
12574,Испытатель бумажных мешков
12895,Конвертерщик
12576,Испытатель вакуумных покрытий (тонких пленок)
12577,Испытатель вооружения боевых и специальных машин
12580,Испытатель двигателей
12582,Испытатель деталей и приборов
12584,Испытатель инструментов из алмазов и сверхтвердых материалов
12585,Испытатель источников тока
12587,Испытатель карборундовых стержней
12589,Испытатель колец
12591,Испытатель металла
12593,Испытатель металлических канатов и цепей
12595,Испытатель-механик двигателей
12597,Испытатель на герметичность
12599,Испытатель проводов и кабелей
12600,Испытатель протезно-ортопедических изделий
12601,Испытатель резиновых изделий
12603,Испытатель селенового производства
12605,Испытатель стекловолокнистых материалов и стеклопластиков
12607,Испытатель стеклоизделий
12610,Испытатель-формировщик
12612,"Испытатель электрических машин, аппаратов и приборов"
12614,Испытатель электрокерамических изделий
12616,Испытатель электроугольных изделий
12618,Истопник
12624,Кабельщик-спайщик
12626,Кабестанщик
12628,Кабинщик-кантовщик
12629,Каландровщик
12630,Каландровщик
12631,Каландровщик
12632,Каландровщик на обрезинке металлокордного полотна
12634,Каландровщик резиновых смесей
12636,Каландровщик целлюлозно-бумажного производства
12638,Калибровщик гипсовых форм
12640,Калибровщик изделий лечебного назначения
12642,Калибровщик карандашных дощечек
12644,Калибровщик катушек электроприборов
12646,Калибровщик коконов
12648,Калибровщик магнитопроводов
12650,Калибровщик набивок
12652,Калибровщик нитеобразователей
12654,Калибровщик пищевых продуктов
12656,Калибровщик-прецизионист в производстве масок цветных кинескопов
12658,Калибровщик-раскройщик
12660,Калибровщик слюды
12661,Калибровщик слюды
12662,Калибровщик стеклоизделий
12664,Калибровщик труб на прессе
12666,Калибровщик трубок из пластических масс
12668,Калибровщик форм
12671,Калибровщик электроугольных изделий
12673,Калильщик
12675,Калильщик чепрака и технической кожи
12676,Калильщик янтаря
12678,Камбузник
12680,Каменщик
12682,Каменщик (печник) дежурный у печей
12684,Камеронщик
12686,Камневар
12689,Камнетес
12690,Камнетес
12691,Канавщик
12692,Канавщик
12694,Канилировщик проволоки
12696,Кантователь керамических труб
12698,Кантовщик-укладчик
12700,Капиллярщик
12702,Каптажист
12706,Карбидировщик
12708,Карбонизатор
12709,Карбонизаторщик
12710,Карбонизаторщик
12712,Кардовщик
12714,Каротажник
12716,Картонажник
12718,Карьерщик
12719,Кассир билетный
12720,Кастелянша
12721,Кассир торгового зала
12722,Катализаторщик
12723,Катализаторщик
12726,Катодчик
12728,Кашировальщик-красильщик фольги
12730,Каюр
12732,Кварцедув
12734,Кварцеплавильщик
12736,Кессонщик-аппаратчик
12738,Кессонщик-проходчик
12740,Кессонщик-слесарь
12741,Кессонщик-электромонтажник
12743,Кеттельщик
12745,Киномеханик
12747,Киоскер
12749,Кисловщик
12751,Кислотоупорщик-винипластчик
12753,Кислотоупорщик-гуммировщик
12754,Кислотчик
12755,Кислотчик
12757,Клавиатурщик
12759,Кладовщик
12761,Кладчик стекла на поливную машину
12763,Классировщик шерсти и пуха
12765,Классификаторщик дробленого камня
12767,Классификаторщик крокуса и наждака
12769,Классификаторщик песка и пемзы
12771,Классификаторщик порошков из алмазов и сверхтвердых материалов
12773,Классификаторщик слюды
12774,Классификаторщик шлифпорошков
12776,Клеевар
12777,Клеевар
12778,Клеильщик
12780,Клеймовщик горячего металла
12782,Клейщик
12784,"Клейщик бумаги, картона и изделий из них"
12786,Клейщик изделий из металла
12788,Клейщик миканитов
12790,Клейщик-опрессовщик
12792,Клейщик пленкоэлектрокартона
12794,"Клейщик резиновых, полимерных деталей и изделий"
12796,Клейщик силовой арматуры и мягких баков
12797,Клейщик фибры и литых бумажных изделий
12799,Клейщик эбонитовых изделий
12801,Клепальщик
12803,Клеровщик сахара
12805,Клишист
12807,Коагулировщик пектина
12809,Коагулянщик
12811,Ковровщик
12813,Ковровщица
12815,Ковшевой
12817,Кокильщик-сборщик
12819,Кокономотальщик
12821,Коконосмесчик
12823,Коксоочиститель
12825,Коксоразгрузчик
12827,Коллекционер образцов тканей
12828,Колорист
12829,Колорист
12830,Колорист
12831,Колорист
12832,Колорист
12833,Кольщик плит и блоков
12834,Кольщик слюды
12837,Комплектовщик
12839,Комплектовщик авиационной техники
12841,Комплектовщик белья
12843,Комплектовщик гипсовых форм
12845,Комплектовщик деталей игрушек
12847,Комплектовщик деталей и изделий из бумаги
12849,Комплектовщик деталей музыкальных инструментов
12851,Комплектовщик изделий
12853,Комплектовщик изделий и инструмента
12855,"Комплектовщик изделий, полуфабрикатов и материалов"
12857,Комплектовщик карандашей и стержней
12859,Комплектовщик костей
12861,"Комплектовщик материалов, кроя и изделий"
12863,Комплектовщик мебели
12865,Комплектовщик микромодулей
12867,Комплектовщик моделей
12869,Комплектовщик панелей
12871,Комплектовщик полуфабрикатов медицинских изделий
12873,Комплектовщик проводов
12875,"Комплектовщик пряжи, ткани и изделий"
12876,Комплектовщик пьезотехнических изделий
12878,Комплектовщик стекла и стеклоизделий
12880,Комплектовщик сухих зоопрепаратов
12882,Комплектовщик товаров
12884,Комплектовщик туб
12886,Комплектовщик фарфоровых и фаянсовых изделий
12887,Комплектовщик фильмокопий
12889,Комплектовщик форм
12891,Комплектовщик форм сусальных металлов
12893,Комплектовщик шрифтовой продукции
12897,Конвертчик
12899,Конденсаторщик
12901,Кондитер
12903,Кондиционерщик зерна и семян
12904,Кондуктор
12905,Кондуктор главный грузовых поездов
12907,Кондуктор грузовых поездов
12909,Коневод
12911,Конопатчик электрощеточного производства
12913,Консервировщик кожевенного и пушно-мехового сырья
12914,Консервировщик кожевенно-мехового сырья
12916,Консервировщик оборудования и металлоизделий
12918,Консервировщик пантов
12922,Контролер абразивных материалов и изделий
12924,Контролер автоматических пропускных пунктов метрополитена
12926,Контролер асбестоцементных изделий
12928,Контролер бетонных и железобетонных изделий и конструкций
12930,Контролер в аккумуляторном и элементном производстве
12934,Контролер-визитажник
12936,Контролер в литейном производстве
12938,Контролер водопроводного хозяйства
12940,"Контролер в производстве алмазов, сверхтвердых материалов и изделий из них"
12942,Контролер в производстве черных металлов
12944,Контролер в производстве электроизоляционных материалов
12946,Контролер газового хозяйства
12948,Контролер деревообрабатывающего производства
12950,Контролер деталей и приборов
12951,Контролер игольно-платинных изделий
12953,Контролер изделий из камня
12955,Контролер изделий из слюды
12956,Контролер-испытатель боевых и специальных машин (в дорожных условиях)
12957,Контролер измерения продукции
12958,"Контролер изделий, полуфабрикатов и материалов"
12959,Контролер измерительных приборов и специального инструмента
12960,Контролер-испытатель боевых и специальных машин (в стационарных условиях)
12961,Контролер кабельных изделий
12965,Контролер-кассир
12968,Контролер качества
12970,Контролер качества обработки изделий
12972,Контролер качества обработки одежды и белья
12974,Контролер качества продукции и технологического процесса
12976,Контролер КИП
12978,"Контролер котельных, холодноштамповочных и давильных работ"
12980,Контролер кровельных и гидроизоляционных материалов
12981,Контролер кузнечно-прессовых работ
12982,Контролер лесозаготовительного производства и лесосплава
12983,Контролер лома и отходов металла
12985,Контролер малярных работ
12987,"Контролер материалов, изделий и лекал"
12989,Контролер материалов и изделий
12991,"Контролер материалов, металлов, полуфабрикатов и изделий"
12993,Контролер медицинского оборудования и изделий
12995,Контролер мехового сырья и полуфабрикатов в скорняжном производстве
12997,Контролер мехового сырья и полуфабрикатов в сырейно-красильном производстве
12999,Контролер монетно-орденского производства
13001,Контролер музыкальных инструментов
13003,Контролер наглядных пособий
13005,Контролер контрольно-пропускного пункта
13007,Контролер оптических деталей и приборов
13009,Контролер печного хозяйства
13011,Контролер пищевой продукции
13013,"Контролер пленки, растворов и фильмовых материалов"
13015,Контролер по драгоценной продукции
13016,Контролер по звучанию
13018,Контролер по качеству нефти и нефтепродуктов
13022,Контролер полимерных строительных материалов
13024,Контролер полуфабрикатов и готовой продукции
13026,Контролер по термообработке
13028,Контролер-приемщик
13034,Контролер-приемщик микроэлементов
13036,"Контролер-приемщик фарфоровых, фаянсовых и керамических изделий"
13038,Контролер продукции медицинского назначения
13040,Контролер продукции обогащения
13041,Контролер продукции цветной металлургии
13043,Контролер производства стекловолокна и стеклопластиков
13045,Контролер работ по металлопокрытиям
13047,Контролер радиоэлектронной аппаратуры и приборов
13049,Контролер режимов работы технологического оборудования
13051,Контролер ремизобердочного производства
13053,"Контролер сборки электрических машин, аппаратов и приборов"
13055,Контролер сборочно-монтажных и ремонтных работ
13057,Контролер сварочных работ
13059,Контролер светочувствительных изделий
13061,Контролер сетеизделий
13063,Контролер станочных и слесарных работ
13065,Контролер стекольного производства
13066,Контролер стеновых и вяжущих материалов
13068,Контролер струн и сшивок
13070,"Контролер судокорпусных, судомонтажных и трубопроводных работ"
13072,Контролер суспензии
13074,Контролер сырья и полуфабрикатов
13076,Контролер теплоизоляционных изделий
13078,Контролер технического состояния автомототранспортных средств
13079,Контролер технологического процесса
13080,Контролер технологического процесса
13081,Контролер углеприема
13083,Контролер художественных изделий
13085,Контролер целлюлозно-бумажного производства
13087,"Контролер цехов плавки, дробления, регенерации и рассева"
13089,Контролер часового и камневого производства
13091,Контролер шинного производства
13093,Контролер электродного производства
13095,Контролер электромонтажных работ
13097,Контролер эмалевого покрытия
13098,Контролер энергонадзора
13100,Контуровщик
13102,Контуровщик стеклопластиковых изделий
13106,Концентраторщик
13108,Конюх
13110,Координатографист прецизионной фотолитографии
13113,Копировщик
13115,Копировщик печатных форм
13117,Копировщик рисунков и карт
13119,Копировщик фильмовых материалов
13121,Копровщик
13123,Копровщик по разделке лома и отходов металла
13125,Коптильщик колбасного сыра
13127,Кормач
13131,Корректировщик ванн
13132,Корректировщик шлама
13134,Корректор
13136,Корчевщик
13138,Косметик
13140,Костюмер
13144,Котельщик
13146,Котельщик судовой
13148,Котлочист
13150,Кочегар-обжигальщик
13152,Кочегар паровозов в депо
13154,Кочегар производственных печей
13156,Кочегар судна
13158,Кочегар сушильных барабанов
13160,Кочегар сушильных печей и барабанов
13162,Кочегар технологических печей
13168,Крановый электрик
13169,Красильщик
13170,Красильщик
13171,Красильщик
13172,Красильщик волоса
13174,Красильщик в пастижерском производстве
13176,Красильщик зеркал
13178,Красильщик карандашей
13180,Красильщик кож
13182,Красильщик материалов для игрушек
13184,Красильщик меха и шубной овчины
13186,Красковар
13188,Краскосоставитель
13191,Краскотер
13193,Крепильщик
13195,Крепильщик деталей
13197,Крепильщик мандрен
13201,Кровельщик по рулонным кровлям и по кровлям из штучных материалов
13203,Кровельщик по стальным кровлям
13205,Кроликовод
13209,Кружевница
13211,Крутильщик
13213,Крутильщик жгутов
13215,Крутильщик сеточника
13217,Крутильщик шнуров
13219,Кубовщик
13221,Кузнец-бурозаправщик
13223,Кузнец драгоценных металлов
13225,Кузнец на молотах и прессах
13227,Кузнец ручной ковки
13229,Кузнец-штамповщик
13231,Кузнец-штамповщик на ротационных машинах
13233,Кулинар изделий из рыбы и морепродуктов
13235,Кулинар мучных изделий
13237,Кумысодел
13239,Купажист
13241,Купажист пектинового экстракта
13243,Купажист по табакам
13245,Купажист по чаю
13247,Курьер
13249,Кухонный рабочий
13251,Кучер
13255,Лаборант асбестообогатительного производства
13257,Лаборант-коллектор
13259,Лаборант-кристаллооптик
13261,Лаборант лаборатории искусственного старения стеклоизделий
13263,Лаборант-металлограф
13265,Лаборант-микробиолог
13267,Лаборант минералогического анализа
13269,Лаборант по анализу газов в металлах
13271,Лаборант по анализу газов и пыли
13273,Лаборант по анализу коконов
13275,Лаборант по анализу люминофоров
13276,Лаборант по анализу формовочных и шихтовых смесей
13278,Лаборант по выращиванию медицинских пиявок
13280,Лаборант по гренажу
13289,Лаборант-полярографист
13293,Лаборант по обработке аэрофотопленок
13301,Лаборант по ультразвуковой технике
13302,Лаборант по физико-механическим испытаниям
13304,Лаборант по электроизоляционным материалам
13306,Лаборант пробирного анализа
13308,Лаборант производства бактериальных препаратов
13310,Лаборант-радиометрист
13312,Лаборант рентгеноспектрального анализа
13313,Лаборант-рентгеноструктурщик
13315,Лаборант-сенситометрист
13317,Лаборант спектрального анализа
13319,Лаборант химико-бактериологического анализа
13321,Лаборант химического анализа
13322,Лаборант-электроакустик
13324,Лаборант электромеханических испытаний и измерений
13326,Лаглинщик
13328,Лакировщик
13330,Лакировщик глобусов
13332,Лакировщик деталей часов
13334,Лакировщик жести и труб
13336,Лакировщик кож
13338,Лакировщик оптических деталей
13341,Лакировщик подносов
13343,Лакировщик проводов и кабелей
13345,Лакировщик туб
13346,Лакировщик фибровых изделий
13348,Лакировщик форм
13350,Лакировщик художественных изделий
13351,Лакировщик электроизоляционных изделий и материалов
13353,Лаковар
13355,Лакоразводчик
13357,Ламповщик
13359,Ланолинщик
13361,Лебедчик
13363,Лебедчик на лесосплаве
13365,Лебедчик на трелевке леса
13366,Лебедчик на штабелевке и погрузке леса
13368,Лентовой уборщик
13370,Лепщик архитектурных деталей
13372,Лепщик скульптурного производства
13374,Лепщик электрокерамических изделий
13376,Лесовод
13378,Лесоруб
13382,Листобойщик
13384,"Литейщик вакуумного, центробежно-вакуумного и центробежного литья"
13386,Литейщик гипсовых форм
13388,Литейщик изделий из свинцовых сплавов
13390,Литейщик катализатора
13392,Литейщик металлов и сплавов
13394,Литейщик методом направленной кристаллизации
13395,Литейщик на машинах для литья под давлением
13397,Литейщик облицовочных плиток
13399,Литейщик пластмасс
13401,Литейщик радиокерамики и ферритов
13403,Литейщик санитарно-строительных изделий на конвейере
13404,Литейщик санитарно-строительных изделий на стенде
13406,Литейщик стекла
13408,Литейщик художественных изделий
13410,Литейщик цветных металлов
13411,Литейщик электрокерамических изделий
13413,Лифтер
13414,Ловец безнадзорных животных
13415,Ломщик пода
13417,Лудильщик горячим способом
13419,Лудильщик деталей и приборов горячим способом
13422,Лудильщик (оцинковщик) электролитическим методом
13424,Лудильщик проволоки
13426,Лучевальщик
13428,Лущильщик пленки
13430,Лущильщик шпона
13432,Люковой
13433,Люковой
13434,Люминофорщик-экранировщик
13440,Магнезировщик-вакуумщик
13442,Макаль
13444,Макетчик макетно-модельного проектирования
13446,Макетчик театрально-постановочных макетов
